,City,State,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20
16748,Satartia,MS,74783,74760,74916,75217,75090,74780,74556,74501,74621
16749,Toxey,AL,73218,72736,72356,72466,72501,72318,72021,72034,72177
16750,Dalton,MN,225283,225801,225898,225678,225951,226425,226922,227035,227055
16751,Washington Township,NJ,237091,238784,239832,240180,239574,239540,237394,236121,234595
16752,Town Of Pittsfield,NY,98055,98379,98888,99090,99301,99441,99771,100062,100373
16753,Tripoli,WI,111643,111953,112406,112611,112625,112717,112612,113010,112981
16754,Primghar,IA,88019,87974,87924,87930,87874,87867,87863,87825,87691
16755,Drake,CO,378053,379309,380328,382955,386094,391482,397033,404258,410743
16756,Coosada,AL,138845,139415,140335,140895,141215,141272,141601,141829,141846
16757,Gilcrest,CO,272618,272234,272831,274170,276432,278916,281127,284127,286745
16758,Bolton,VT,273729,273784,274555,275739,277410,276756,275629,273289,271733
16759,Addy,WA,253050,254577,255994,257070,257989,259063,259989,260792,261370
16760,Woodstock,OH,155468,156455,157088,157507,157998,158420,158757,158908,159198
16761,Shidler,OK,28561,28622,28747,28806,28921,29152,29328,29535,29701
16762,Cleveland,OK,71216,71216,71204,71058,71106,71048,71053,70924,70970
16763,Webb City,OK,30215,29969,29663,29612,29335,29237,28848,28808,28786
16764,Foraker,OK,22522,22532,22593,22630,22554,22740,23003,23390,23549
16765,Beryl,UT,268720,270083,271965,274529,278107,281531,283454,284697,286019
16766,Ashland,OK,42217,42208,42165,42158,42175,42232,42399,42753,43035
16767,Grainola,OK,45279,45510,45620,45672,45649,45924,46420,47389,48459
16768,Bellefonte,DE,212497,211946,212297,212788,213445,213552,214155,215381,216543
16769,Malta,ID,212473,212450,213070,213688,215181,216233,217390,218831,221564
16770,Clymer,PA,86541,86507,86482,86490,86534,86567,86435,86083,85625
16771,Chittenden,VT,243117,243955,244470,244811,246010,247429,249054,249681,250440
16772,Orwell,VT,217272,217262,217018,216879,216752,216464,215935,214941,212873
16773,Lincoln,VT,274741,274727,275366,275986,276849,276860,276946,276595,274684
16774,Blackstone,IL,115188,115239,115369,115292,114159,113297,112763,113123,113105
16775,Dawson,IL,145282,145753,146141,146313,146467,146487,146783,146795,147424
16776,Lowry City,MO,78609,78908,79313,79712,80068,80344,80666,80938,81266
16777,Ontario,WI,127415,127184,126882,126461,126589,126509,126094,124867,123279
16778,Arispe,IA,54152,54011,53806,53857,54086,54458,54736,54841,54976
16779,Genoa,CO,153341,154675,155379,155347,154533,154790,154557,155281,155226
16780,Rathbun,IA,42639,42672,42897,42946,42922,42994,42982,42832,42055
16781,Kent,IA,58656,57830,57389,57139,56739,56258,56108,55827,55224
16782,Coupland,TX,331816,331185,332547,335169,336215,338371,339705,343827,346886
16783,Laddonia,MO,85588,85970,86282,86430,86480,86469,86493,86426,86075
16784,Chimayo,NM,201955,203196,204703,203828,202107,200021,200896,204099,208719
16785,Eldridge,AL,79507,79407,79343,79557,80255,80834,81397,81837,82292
16786,Saint Paul,OR,328324,329978,331295,332790,334121,337657,341484,346238,350919
16787,Newport,IN,54649,54762,54873,55053,55286,55273,55385,55529,56191
16788,Morris,GA,91146,91023,90975,90920,90475,89916,89207,88733,88370
16789,Oneida,IL,85225,85301,85360,85380,85247,85172,85046,85062,84999
16790,Idaville,IN,101427,101744,101951,102437,102910,103187,103095,102946,102996
16791,Garland,ME,132320,130473,129515,127294,126665,125355,125225,124499,125105
16792,Wrightsville Beach,NC,930889,935226,941653,947278,952671,954561,958558,961638,968470
16793,Newark,WI,221732,221344,222586,223521,225217,226791,230174,233525,236302
16794,Oil City,LA,72803,73627,74492,76286,77434,78713,79513,81338,83544
16795,Susan,VA,182734,183432,184006,184277,184294,184446,184014,183849,183652
16796,Brookfield Center,OH,136513,135774,134724,134578,135625,137072,138119,138862,139827
16797,Wales,WI,325438,325511,326145,325918,326378,326286,327011,327511,327811
16798,Town of Burke,NY,102834,102838,102811,102799,102905,103045,103240,103369,103466
16799,Fillmore,NY,85488,85572,85663,85727,85781,85882,86035,86257,86473
16800,Renovo,PA,37333,37626,37961,38201,38548,38729,38680,38305,38056
16801,Woodbridge,CA,434114,437078,439624,443514,446055,447278,451587,456595,464682
16802,Town of Cherry Valley,NY,135973,135827,135778,136214,136695,137192,137293,137286,137268
16803,Au Sable,MI,89683,89738,89856,90139,90397,90517,90388,90525,90691
16804,Galeton,PA,78634,79117,79425,79412,79445,79420,79387,79093,78799
16805,Viola,WI,131547,131754,131983,131830,131725,131339,131136,130981,130850
16806,Hill City,MN,122657,122778,122806,122308,122348,122364,122755,122764,123313
16807,Ashkum,IL,133534,133746,133935,134104,133883,133687,133489,133545,133465
16808,Garber,IA,71042,71235,71367,71354,71315,71285,71351,71545,71491
16809,Elkport,IA,71504,71212,70750,69734,68850,67879,67098,66342,66002
16810,Ellis Grove,IL,76836,77388,77749,78254,78583,79128,79653,80011,79996
16811,Osterdock,IA,109257,109199,109335,109104,108790,108744,108835,109075,109510
16812,Prospect,PA,175721,175447,174258,173541,172854,172726,172103,171545,170713
16813,Weatherby Lake,MO,372405,375179,378512,381343,382941,385264,387421,390928,394939
16814,Tuscarora Township,PA,138992,139313,139767,140306,141056,141677,142704,144209,146279
16815,Prentice,WI,106499,106542,106485,106531,106629,106883,107062,107383,107791
16816,Buffington Township,PA,143809,144157,144164,144640,144922,145334,145437,144887,144052
16817,Fulton,NY,143300,143629,143924,144027,144328,144603,145115,145340,145530
16818,Gardiner,MT,413178,413638,414621,415446,416503,416377,417296,418275,420919
16819,Panorama Village,TX,210194,211626,212194,212583,212505,212904,213232,213397,213622
16820,Circle,MT,167458,167423,168036,167959,168564,170245,173463,176127,179089
16821,Coral,MI,135533,136460,136955,136468,136416,136863,137795,138967,139971
16822,Milano,TX,211340,212383,213189,213340,213471,213860,215107,216373,218300
16823,Sulphur Rock,AR,105689,106289,106931,107811,108183,108148,107997,107837,107900
16824,Mill Creek,IN,205444,205859,206032,206202,207117,208679,211254,213759,215921
16825,Knights Landing,CA,326427,327952,331559,334936,338898,342715,342335,342738,343053
16826,Halltown,MO,83999,83556,83092,82468,81342,80831,80512,80151,78881
16827,Pecos,NM,186189,186890,187401,185859,183572,181860,180536,177906,175831
16828,Stewart,MN,124533,125840,126283,126333,126082,126142,125986,126310,126690
16829,Thomaston,AL,96340,95808,95088,94098,92933,91587,90243,88739,86889
16830,Zephyr Cove,NV,688103,689272,693585,699346,702101,707500,712562,718329,723220
16831,Cherrylog,GA,196142,196438,196694,196969,197419,197923,198406,198848,199590
16832,Oak Harbor,OH,120965,121247,121442,121456,121373,121323,121277,121169,121108
16833,Chesterfield,MA,254239,254429,255523,258282,260050,260523,260950,263416,266905
16834,Maupin,OR,196731,196871,197325,197248,197731,197800,198253,198235,197839
16835,Shaniko,OR,79355,80016,80331,80055,80245,80392,79370,77333,74454
16836,Dundee,NY,147071,147472,147973,148393,148482,148339,148017,147910,147906
16837,North Apollo,PA,97993,98767,99440,100104,100529,100973,101428,101880,102344
16838,Park Hall,MD,279054,280423,281615,282688,283776,285276,287269,289850,294245
16839,Saint Libory,IL,134546,134565,133519,133289,133499,134348,134961,135376,136111
16840,Colony,AL,71853,72465,72891,73170,72889,72793,73102,73907,74979
16841,Schnecksville,PA,308657,310140,312566,314541,315863,316754,318212,320392,322740
16842,Jonesport,ME,131363,132648,133809,134446,134397,135542,137273,139684,140541
16843,Eastman,WI,147850,147924,148025,147970,148065,147774,148048,148277,148765
16844,Claremont,MN,178803,178877,178903,178709,178693,178404,178371,178519,178632
16845,Wainwright,OK,92304,91672,90297,88616,86544,84717,83018,82420,82930
16846,Bradford,ME,131802,131294,131472,132742,134759,136798,138315,139922,141768
16847,Montrose,SD,178145,180610,183203,185712,187086,189821,192298,194399,195804
16848,Cofield,NC,110552,111238,112689,114580,115423,115623,115625,115744,116105
16849,Muldraugh,KY,85208,85139,84925,85043,85278,85566,85706,85802,85748
16850,Verdel,NE,43702,43937,43921,44107,44380,44823,45258,45717,46058
16851,Verdigre,NE,60088,60367,60665,61055,61514,62118,62967,63863,64631
16852,Ulen,MN,162828,162367,162079,162182,162576,163284,163835,164792,165920
16853,Mary D,PA,37355,38092,38816,39443,40148,40978,41830,42635,43268
16854,Tuscarora,PA,57978,57586,57083,56851,56617,56775,56785,57014,57160
16855,Firth,NE,283332,284137,285455,286396,287698,288621,290269,292543,295112
16856,New Stanton,PA,187984,188080,188379,188726,189299,189892,190282,191251,192678
16857,Bowlegs,OK,52885,53101,53415,53860,54175,54160,53895,53596,53339
16858,Marshallton,PA,30524,30585,30511,30443,30329,30221,30039,29742,29337
16859,Reynolds,NE,28945,28836,28936,29122,29264,29484,29648,29923,30119
16860,Spring Lake,UT,384823,387563,388565,390164,392137,395029,397480,398782,400562
16861,Vernon Hill,VA,84467,84282,84231,84362,84694,84890,85174,85440,85714
16862,Porterdale,GA,149845,150496,150097,149214,147419,145330,142979,140135,136436
16863,Center Point,TX,208936,208740,208661,208715,208759,208651,208670,209001,209979
16864,Loami,IL,123578,122975,122526,122549,122942,124031,125053,126397,126593
16865,Bagdad,AZ,170307,170530,170382,171285,171432,171881,171301,170824,169585
16866,Beaverdam,OH,76904,77465,77644,77649,77667,78036,78666,79848,81085
16867,Penobscot,ME,206502,208149,210256,210880,211546,211724,211795,212660,213563
16868,Lucerne,MO,60533,60633,60691,60674,60488,60337,60302,60373,60529
16869,Pettisville,OH,73000,72616,72329,72125,72282,72238,72059,71754,71756
16870,Millwood,GA,115180,116559,118057,119514,120228,120664,121016,122331,123601
16871,Bunceton,MO,129596,129644,129861,130113,130867,131756,132778,133659,134877
16872,Call,TX,88078,87152,86593,86044,85829,85416,84733,84208,84450
16873,Grand Junction,IA,58350,58620,58822,58971,58995,59016,59125,59265,59652
16874,Mears,MI,195817,195883,195649,195509,195319,195240,195526,195760,195789
16875,Furman,SC,59907,59864,60258,60722,61482,61470,61745,61528,61863
16876,Anatone,WA,216786,216798,216929,216313,215275,214344,212783,212157,210155
16877,New Douglas,IL,63644,63365,62504,61455,60311,59143,58430,57824,57043
16878,Bernard,IA,166495,166951,167896,168835,169820,170864,171533,172800,174321
16879,Varna,IL,157810,157666,157460,157257,156793,156505,156331,156427,156222
16880,Leo-Cedarville,IN,220793,221622,222272,223425,224623,226163,226952,228281,229739
16881,Oolitic,IN,90049,90350,90598,90782,90718,90698,90755,91040,91323
16882,Freistatt,MO,80394,80381,80192,80585,80237,80212,79596,79661,80300
16883,Knapp,WI,147736,148035,148273,148515,148600,148538,148495,148765,149147
16884,Caliente,CA,190699,192592,195262,198413,200209,201532,202643,204604,206334
16885,Hamilton,WA,206608,205962,206741,208623,209515,209778,211890,215578,219062
16886,Hilbert,WI,131388,131017,131615,131405,131711,131604,131758,131500,131108
16887,Lost Creek,KY,39760,39963,40129,40518,40766,40970,40985,40946,40981
16888,Berkshire,NY,115782,115768,115814,115972,116114,116243,116332,116320,116154
16889,Argyle,GA,48659,49453,49991,50385,50594,50735,50991,51758,52867
16890,Brooker,FL,92850,92137,91841,91627,92128,92765,93533,94025,94809
16891,Saint Martin,OH,124304,124492,125009,125267,126372,127414,129105,130074,131249
16892,Oak City,NC,31557,31441,31367,31292,31554,31897,32566,33337,34131
16893,Riley,KS,142759,143304,143671,143733,144051,144241,144438,144666,145278
16894,Bethany,IN,121000,122067,123534,123879,123581,122680,121373,120497,119191
16895,Peru,ME,107958,109012,109319,109569,109784,110244,110652,111600,112390
16896,Platina,CA,237347,238054,238552,238340,236901,236091,237777,240418,243302
16897,Printer,KY,40712,40574,40447,40232,39887,39456,39040,38766,38510
16898,Pearlington,MS,82654,82600,82274,82678,82605,81918,81573,81080,81143
16899,Lamberton,MN,52002,52023,52141,52300,52472,52377,52340,52495,52799
16900,Osceola,NE,103227,103523,103820,103965,104204,104455,104506,104461,104694
16901,Sanders,KY,71043,71732,72193,72785,72780,72580,72609,73113,73993
16902,Gadsden,TN,90730,91057,91203,91322,91412,91598,91636,91884,92206
16903,Arkansaw,WI,130474,130594,130391,130259,130164,130131,130153,130147,130106
16904,South Salem,OH,109755,108969,108794,108537,109128,109201,109385,109247,109137
16905,Ruthven,IA,121221,121702,122072,122418,122925,123375,123875,123939,124006
16906,Atlanta,MO,115088,115986,116301,117226,117483,118669,119409,120208,120660
16907,Freetown,IN,155767,155987,156040,156332,156541,156567,156410,156310,156231
16908,Early Branch,SC,97444,98056,98352,98070,97943,97990,97761,97490,97388
16909,Claycomo,MO,148898,149566,150199,150440,150079,149893,150236,151392,152554
16910,McFarland,KS,100472,99973,99581,99823,100044,100197,100140,100273,100567
16911,Wolf River,WI,189340,190393,191351,191852,191844,192505,193750,195675,195587
16912,Bradfordwoods,PA,379924,381022,382333,383616,383247,383646,385425,389111,393713
16913,Cable,WI,230613,230722,230795,230775,230722,230914,231103,231285,231669
16914,Hampton,NJ,359683,358510,358736,357957,357488,357743,359069,361613,364281
16915,Curtis,NE,73762,73762,73820,73826,73796,73797,73798,73757,73584
16916,Twin Oaks,MO,184213,184342,184275,185388,186884,188776,190945,192513,193656
16917,Sharps,VA,213530,214103,214958,216707,218239,219197,220134,221076,222313
16918,Dupont,IN,110708,110403,110064,109467,109023,108729,108955,109224,109631
16919,Crestone,CO,201736,203035,204621,206046,207422,208663,209711,210934,212357
16920,Green Camp,OH,74955,74893,74706,74497,74293,74319,74158,73916,73633
16921,Medley,FL,354944,356678,357313,357636,359059,361332,363701,366327,368853
16922,Ogden,AR,46165,46259,46254,46342,46216,46249,46279,46431,46646
16923,Centre Hall,PA,246653,247787,249468,250970,251626,252005,252260,252892,252507
16924,Walton,WV,69260,69459,69339,69224,69193,69361,69704,70053,70516
16925,Livingston,WI,106887,107041,107205,107479,107822,108104,108332,108491,108692
16926,Poplar,WI,190147,190392,190633,190749,190528,189909,189232,188668,187857
16927,Blue Rapids,KS,85262,85183,85061,84698,84894,85385,85972,86376,87083
16928,Portage,OH,141357,141738,142536,143628,144680,145355,145820,146800,148131
16929,Rosedale,OK,43252,42818,42446,42308,42534,43062,43636,44209,44781
16930,Bonaparte,IA,89284,89859,90484,90939,91132,91460,91522,91619,91591
16931,Drakesville,IA,150903,151252,151455,151988,152529,153530,154357,155345,156184
16932,Bridport,VT,252642,252737,252688,252503,252534,252457,252157,250972,249159
16933,Byars,OK,37479,37398,37320,37357,37433,37636,37630,37228,37050
16934,Brewster,MN,143480,144062,144732,145208,145704,145940,146173,146205,146481
16935,Windsor,OH,181320,181369,182227,182382,183175,184871,184987,185073,183687
16936,French Village,MO,103619,103297,102822,102309,101890,101610,100543,99723,99454
16937,Sidon,MS,32437,32606,32752,32960,32958,33003,32902,32727,32378
16938,Taylor,WI,134624,135089,135446,135576,135727,135873,135903,135992,135990
16939,Eldorado,WI,194663,195349,195790,196975,196899,196902,196336,196645,196591
16940,Edgecomb,ME,231939,232492,233225,234284,234650,235266,235823,237228,238198
16941,Cameron,MT,452985,452616,452795,452491,454382,456581,459520,465870,475671
16942,Brandon,WI,131805,132323,133171,134486,135803,137145,139090,140736,142379
16943,Fletcher,OH,158659,159559,159508,159763,161316,163234,165234,166093,166415
16944,Jackson,NH,347363,348363,351486,355697,359001,360286,362352,365289,369658
16945,Istachatta,FL,113933,115065,116432,117739,118806,119874,120896,123064,125314
16946,Deputy,IN,112289,112375,112279,111938,111778,111985,112498,112928,113166
16947,Farmer,OH,69721,69762,70044,69925,69857,69846,69927,69802,69755
16948,Bryant,WI,111677,111696,111811,112044,112018,111761,111677,111899,112392
16949,North Courtland,AL,56234,56773,57122,57487,57764,57842,57988,58713,59820
16950,Roosevelt,MN,96335,96130,96605,96867,96789,96656,96324,96587,95877
16951,Flint Hill,MO,376119,378800,380962,382895,383706,384684,386543,391020,397002
16952,Ponca,NE,139864,140013,140671,141028,141351,141511,141743,142072,142607
16953,Yawkey,WV,75587,75773,76016,76250,76314,76456,76730,76811,77172
16954,Summerfield,IL,62319,62284,62440,62869,63767,65023,66267,67942,69817
16955,Ridgely,MO,209778,208161,206875,205758,205601,206091,206728,206772,206146
16956,Scranton,KS,127501,128352,128796,129047,128991,129090,128944,128507,127529
16957,Ventura,IA,182376,182720,183017,183354,183212,182937,182171,181621,181234
16958,Edgerton,MO,144121,144059,144083,144394,143984,144569,145218,147754,150352
16959,La Valle,WI,99684,99711,99604,99683,100684,101078,101330,101461,102019
16960,Vera,OK,67366,67537,67759,67929,68229,68617,69348,69976,70167
16961,Loleta,CA,336236,335702,337063,337515,340157,342331,345559,348458,351406
16962,Livingston,SC,64020,64195,64528,64600,64502,64036,63527,62964,62662
